"respondent_id","persona"
170,"I am 23 years old. I am female. I am White. I have never been married. I had 5 years of college education. My family income is $75,000 to $89,999. I am an independent, close to Democrat. I am slightly liberal. I never attend religious services."
171,"I am 27 years old. I am female. I am Black or African American. I have never been married. I had 5 years of college education. My family income is $20,000 to $22,499. I am an independent (neither Democrat nor Republican). I am moderate (middle of the road). I attend religious services several times a year."
172,"I am 55 years old. I am male. I am of another race. I am married. I completed 4 years of college (bachelor's degree). My family income is $30,000 to $34,999. I am an independent (neither Democrat nor Republican). I am moderate (middle of the road). I attend religious services every week."
173,"I am 69 years old. I am female. I am White. I am widowed. I completed 4th grade. I am an independent, close to Democrat. I attend religious services nearly every week."
174,"I am 65 years old. I am female. I am White. I have never been married. I completed high school (12th grade). My family income is $60,000 to $74,999. I am a strong Democrat. I am liberal. I never attend religious services."
175,"I am 38 years old. I am female. I am Black or African American. I am married. I had 2 years of college education. My family income is $170,000 or more. I am an independent, close to Democrat. I am conservative. I attend religious services several times a year."
176,"I am 37 years old. I am male. I am White. I have never been married. I completed high school (12th grade). My family income is $40,000 to $49,999. I am an independent, close to Republican. I am conservative. I never attend religious services."
177,"I am 70 years old. I am male. I am White. I am separated. I completed high school (12th grade). My family income is $60,000 to $74,999. I am a strong Democrat. I am liberal. I attend religious services about once or twice a year."
178,"I am 62 years old. I am male. I am White. I am married. I completed high school (12th grade). My family income is $60,000 to $74,999. I am a strong Republican. I am extremely conservative. I never attend religious services."
179,"I am 70 years old. I am female. I am White. I am divorced. I had 6 years of college education (master's degree). My family income is $75,000 to $89,999. I am a strong Democrat. I am conservative. I attend religious services several times a year."
